product_id,total_sales,total_quantity
OFF-AP-10001621,8375.6196,29
TEC-CO-10001633,8374.725,32
FUR-BO-10000288,8368.664999999999,20
OFF-ST-10004381,8353.8,63
TEC-CO-10003800,8338.6155,27
FUR-BO-10000035,8308.1376,21
OFF-AP-10001099,8291.34,16
TEC-AC-10001056,8286.72,32
OFF-AP-10001776,8265.489,28
FUR-TA-10001095,8209.059,61
OFF-FEL-10002867,8190.72,46
FUR-CH-10000932,8184.792,28
FUR-CH-10003354,8184.590099999999,106
TEC-CO-10002376,8170.7568,29
OFF-AP-10002312,8158.4139,20
OFF-SME-10000746,8154.900000000001,46
OFF-ST-10001490,8138.232,49
TEC-PH-10001530,8111.1359999999995,34
OFF-AP-10000179,8106.0779999999995,32
FUR-BO-10004665,8088.096,21
FUR-CH-10002335,8083.554,53
FUR-BO-10003282,8078.264999999999,20
OFF-BI-10003925,8070.192,27
OFF-FEL-10004665,8065.137000000001,46
TEC-PH-10001066,8049.195,15
TEC-MA-10004125,7999.98,4
FUR-CH-10004669,7998.86,30
OFF-BI-10004600,7985.383,28
FUR-CH-10003379,7979.4400000000005,33
OFF-ST-10002292,7968.78,37
OFF-ST-10002395,7886.079000000001,44
TEC-CO-10004567,7855.509,25
FUR-BO-10002003,7838.1,26
TEC-MA-10000984,7834.4,7
TEC-PH-10002672,7816.68,18
FUR-BO-10000490,7784.892,23
FUR-BO-10003541,7748.232,20
OFF-ST-10003208,7730.196,45
TEC-MA-10003979,7699.89,11
TEC-PH-10004165,7699.72,34
FUR-BO-10000259,7667.625,21
TEC-CO-10003160,7658.02296,38
TEC-AC-10003955,7613.424,50
OFF-FEL-10001865,7582.728,61
FUR-CH-10002331,7582.374,24
TEC-CO-10003931,7575.4976,40
TEC-CO-10001895,7547.4432,23
FUR-TA-10000184,7540.965,11
FUR-BO-10002545,7539.7122,35
FUR-CH-10001322,7536.6630000000005,18
OFF-AP-10001178,7525.9800000000005,16
FUR-TA-10000989,7525.32,15
FUR-IKE-10001539,7518.42,20
OFF-ST-10001780,7515.523999999999,13
TEC-MA-10004609,7507.518,32
FUR-BO-10001553,7481.259,20
OFF-ST-10000288,7460.379,44
TEC-PH-10002200,7437.886,30
OFF-AP-10003963,7434.4668,34
FUR-CH-10001332,7420.736,46
TEC-AC-10004145,7399.704,31
FUR-BAR-10002449,7371.2699999999995,23
FUR-BO-10002031,7369.179,20
TEC-MA-10004772,7360.983,26
TEC-CO-10004042,7348.914,21
FUR-BO-10002204,7342.8615,38
FUR-CH-10004255,7336.737,17
OFF-ST-10004489,7322.804999999999,46
FUR-CH-10001207,7322.676600000001,18
OFF-ST-10004597,7287.744,76
FUR-CH-10003846,7267.752,51
TEC-PH-10002991,7259.1561,20
FUR-BO-10001073,7246.8216,18
FUR-TA-10000577,7242.768,29
OFF-ST-10000695,7226.667,48
OFF-BI-10003650,7226.187,77
FUR-BO-10004113,7172.376,27
TEC-MA-10002468,7141.5,26
TEC-PH-10000896,7140.24,50
TEC-PH-10000560,7139.796,28
TEC-MA-10003557,7133.9985,27
TEC-CO-10004535,7113.1632,23
TEC-CO-10002962,7075.728,22
OFF-AP-10003032,7062.981,27
FUR-BO-10002000,7044.0273,18
TEC-CO-10003777,7039.0656,29
OFF-AP-10003500,7020.549599999999,24
FUR-BO-10003991,7015.5599999999995,18
TEC-CO-10003506,6994.6008,24
FUR-TA-10001664,6981.360000000001,8
OFF-AP-10000647,6974.52,14
FUR-CH-10000777,6973.464,26
TEC-MA-10000045,6965.700000000001,6
OFF-AP-10004511,6937.14,15
TEC-PH-10001795,6935.862,16
FUR-BO-10002766,6933.023999999999,28
TEC-PH-10000800,6918.408,11
OFF-ST-10000103,6913.764,45
TEC-AC-10003666,6893.88,31
OFF-ST-10003470,6889.964,30
FUR-BO-10000203,6874.7184,19
TEC-MA-10000331,6872.9325,30
TEC-PH-10004074,6870.42,17
FUR-CH-10003551,6848.6256,49
OFF-AP-10002651,6832.908,31
FUR-CH-10002780,6832.868,35
TEC-CO-10000660,6820.7226,40
TEC-HEW-10003829,6811.02,18
FUR-TA-10003569,6776.562,21
FUR-BO-10003734,6768.63,18
TEC-CO-10000620,6755.3325,20
TEC-CO-10002174,6752.4075,30
FUR-CH-10004997,6748.482,43
TEC-CO-10002911,6729.363,19
FUR-TA-10001633,6723.486,18
OFF-AP-10003598,6678.5838,14
TEC-CO-10001775,6662.8224,22
TEC-MA-10004669,6657.552000000001,25
TEC-CO-10001926,6653.325,19
TEC-CAN-10001853,6648.389999999999,21
TEC-MA-10003492,6629.265,27
TEC-CO-10001954,6625.3869,21
OFF-AP-10000330,6616.548,13
TEC-CO-10004154,6609.945,32
TEC-CO-10000865,6607.1964,24
TEC-AC-10000203,6596.74,45
OFF-ST-10001496,6594.954,40
FUR-CH-10000015,6584.64,36
OFF-ST-10002615,6574.544,43
FUR-BO-10004340,6521.916,28
FUR-TA-10001950,6518.754,19
FUR-CH-10001582,6497.277,22
FUR-BO-10003783,6492.9375,20
FUR-CH-10002320,6483.796,22
OFF-ST-10004060,6477.5595,36
FUR-BO-10004648,6476.517,17
TEC-CO-10003694,6475.404,28
FUR-BO-10004142,6426.2,25
OFF-AP-10001041,6421.58,18
OFF-AP-10000802,6411.702,24
FUR-CH-10004495,6410.874,26
TEC-MA-10000982,6409.848,24
TEC-AC-10000376,6401.46,41
TEC-CO-10004115,6399.872,17
TEC-MA-10000606,6382.8246,38
FUR-CH-10000430,6379.101,58
TEC-CO-10001309,6372.99824,28
FUR-BO-10001822,6368.736,20
OFF-AP-10002681,6356.768,18
FUR-BO-10000967,6346.476,22
FUR-BO-10001356,6342.4400000000005,28
TEC-CO-10003354,6338.946,22
FUR-CH-10004196,6331.71,42
TEC-CO-10002617,6322.1304,30
FUR-CH-10001490,6320.08,27
FUR-BO-10000624,6301.584,26
FUR-BO-10001133,6296.9039999999995,16
TEC-AC-10000420,6268.248,40
TEC-AC-10004108,6259.068,29
OFF-AP-10000487,6255.7278,13
TEC-CO-10001342,6243.3975,19
TEC-AC-10002244,6239.5704,32
TEC-PH-10000895,6227.654,40
FUR-BO-10000279,6222.861,20
TEC-AC-10003265,6210.0,27
TEC-PH-10004618,6199.5816,53
OFF-ST-10001974,6187.92,52
OFF-AP-10003795,6183.555,13
OFF-ST-10003837,6178.4868,36
FUR-IKE-10001312,6176.25,15
FUR-BO-10001646,6175.464,43
FUR-CH-10000432,6174.0441,39
TEC-PH-10002127,6167.344,17
FUR-BO-10004043,6153.3,15
FUR-SAF-10002846,6153.0,14
FUR-BO-10003549,6137.4852,33
TEC-PH-10002584,6134.701999999999,13
FUR-BO-10003046,6120.036,18
TEC-PH-10002624,6109.87,15
FUR-TA-10002467,6104.367,12
FUR-BO-10004254,6093.9,18
OFF-BI-10004632,6090.783,78
FUR-CH-10000309,6084.144,17
TEC-CO-10000562,6081.465,19
TEC-PH-10000037,6078.924,48
OFF-AP-10001824,6064.164,26
OFF-ST-10000095,6048.981,50
TEC-PH-10003794,6042.078,12
OFF-CUI-10000682,6037.248,16
TEC-PH-10001585,6036.642,47
TEC-CO-10004170,6035.6244,19
FUR-CH-10003009,6020.217000000001,37
FUR-CH-10000785,6008.536,39
TEC-CO-10002313,5999.9,11
FUR-CH-10002965,5989.204,39
TEC-CO-10002284,5978.230500000001,26
FUR-TA-10004575,5965.09,26
TEC-PH-10001712,5936.5599999999995,14
TEC-CO-10002350,5935.527,18
OFF-ST-10003266,5934.2699999999995,35
OFF-ST-10004837,5909.9039999999995,48
OFF-AP-10000275,5906.52,18
TEC-AC-10001258,5900.88,23
OFF-AP-10003287,5885.648,35
FUR-CH-10001897,5880.916,25
TEC-PH-10002652,5863.32,10
FUR-CH-10001394,5861.532999999999,21
FUR-CH-10000994,5852.049,47
FUR-CH-10003597,5823.8207999999995,14
FUR-BO-10004709,5815.6058,43
TEC-CO-10000663,5813.7300000000005,20
FUR-CH-10000843,5811.456,21
OFF-ST-10000872,5809.482,60
FUR-TA-10004915,5801.816,23
OFF-ROG-10001735,5798.388,35
TEC-CO-10000208,5787.405,16
TEC-MA-10004002,5787.3550000000005,14
FUR-CH-10002782,5780.016,14
TEC-MA-10003078,5768.763,26
OFF-AP-10001106,5765.12,16
TEC-PH-10002806,5764.1496,38
TEC-CO-10000679,5761.4868,41
OFF-ST-10001526,5751.774,49
TEC-CO-10001008,5740.2,30
TEC-SAM-10004785,5725.349999999999,9
FUR-CH-10002647,5704.725,81
FUR-CH-10000595,5697.76,27
OFF-AP-10004201,5692.17,14
TEC-CIS-10001717,5691.888,11
FUR-SAU-10002255,5685.42,13
FUR-CH-10001271,5675.589,14
FUR-CH-10004993,5674.9439999999995,59
OFF-FEL-10001630,5673.213,28
TEC-CO-10001234,5670.26288,28
FUR-CH-10000546,5665.59,14
FUR-TA-10004256,5634.9,17
OFF-TEN-10000025,5634.54,32
FUR-TA-10001360,5632.0992,14
FUR-CH-10003312,5623.284,26
OFF-SME-10000538,5619.168,49
OFF-BRE-10001107,5615.4,10
FUR-CH-10004572,5612.6318,35
TEC-AC-10003870,5609.83,17
FUR-BO-10001039,5586.336,19
FUR-BO-10001192,5575.968,18
OFF-ST-10000142,5572.792,14
FUR-BO-10004053,5572.644,18
FUR-TA-10004937,5569.536,12
OFF-ST-10004855,5569.2,33
TEC-PH-10001917,5567.135,53
OFF-ST-10003455,5562.834000000001,54
TEC-MA-10000002,5561.289,36
FUR-CH-10002585,5541.237,12
FUR-CH-10002033,5522.76,19
TEC-CO-10001191,5506.566,16
FUR-BO-10003301,5501.5179,34
OFF-ST-10000648,5499.27,48
FUR-BO-10004541,5495.6952,16
OFF-ST-10004315,5493.6552,31
FUR-BO-10001811,5492.885,26
FUR-BO-10002510,5489.3214,38
TEC-AC-10002533,5482.464,57
TEC-NOK-10001283,5481.21,12
TEC-CO-10002601,5466.318,33
FUR-TA-10001116,5451.3,6
FUR-BO-10000502,5437.524,20
FUR-CH-10002880,5436.158,54
FUR-CH-10002073,5427.99,22
TEC-CO-10004365,5424.75,15
TEC-CO-10001204,5423.4876,23
OFF-ROG-10003898,5418.24,27
OFF-ST-10004020,5410.7699999999995,28
FUR-BO-10002390,5410.0935,17
FUR-BO-10004119,5399.778,37
TEC-MA-10002680,5391.8423999999995,18
TEC-CO-10003262,5366.64872,26
OFF-AP-10004464,5364.299999999999,10
FUR-CH-10000026,5350.8672,47
FUR-BO-10001781,5343.36,30
TEC-PH-10004586,5327.26,17
TEC-OKI-10000372,5312.67,17
OFF-AP-10004183,5310.096,18
TEC-CO-10001596,5304.4875,15
FUR-CH-10002966,5300.9316,34
FUR-CH-10000988,5294.456,44
TEC-PH-10004977,5291.7300000000005,32
OFF-ST-10003153,5290.173,48
FUR-BO-10000980,5289.9264,15
TEC-CO-10001162,5271.24,15
OFF-ST-10001357,5265.204000000001,29
OFF-HOO-10004910,5244.0,12
FUR-BO-10001739,5234.879999999999,21
FUR-BO-10000087,5234.4264,34
TEC-CO-10000405,5215.692,17
OFF-AP-10001058,5214.5599999999995,21
FUR-TA-10000649,5213.268,16
FUR-CH-10004675,5212.112,27
TEC-PH-10000879,5211.12,8
TEC-MA-10001148,5204.241,22
OFF-AP-10000584,5200.8,10
FUR-BO-10002613,5184.081,27
TEC-PH-10002597,5182.527,47
TEC-CO-10003819,5180.616,24
FUR-TA-10004154,5172.895,28
FUR-TA-10004840,5172.552,11
TEC-CO-10003570,5141.8224,16
OFF-ST-10002354,5141.178,31
FUR-BO-10004472,5141.0,26
FUR-CH-10003692,5139.738,33
TEC-PH-10004281,5129.426399999999,33
OFF-ST-10004695,5121.663,45
TEC-AC-10001838,5119.744000000001,26
OFF-ELD-10001694,5116.8,46
TEC-CO-10001703,5115.936,25
TEC-AC-10004743,5115.62,32
TEC-SAM-10004230,5112.0,8
TEC-PH-10000730,5110.19,25
TEC-AC-10000890,5110.144,32
FUR-BUS-10002040,5099.076,20
FUR-TA-10001932,5098.176,22
TEC-CO-10001628,5090.682,45
OFF-ST-10004191,5083.335,32
TEC-CO-10000556,5078.961,19
FUR-CH-10000783,5075.136,11
TEC-CO-10004563,5074.191,25
OFF-AP-10000486,5066.976,11
TEC-CO-10003448,5066.739,38
TEC-MA-10002264,5065.59,19
OFF-AP-10002573,5060.1318,11
TEC-PH-10000720,5057.0496,33
FUR-BO-10002708,5056.125,18
FUR-HON-10003533,5055.93,11
TEC-AC-10003577,5051.61,27
TEC-PH-10003927,5042.6778,34
TEC-CO-10001933,5036.97592,29
OFF-ST-10004830,5018.9976,26
TEC-CO-10003158,5018.94656,24
OFF-ST-10001010,5015.148,40
TEC-PH-10003963,5013.104,44
OFF-AP-10003849,5009.48,16
TEC-CO-10004005,5007.888,22
FUR-CH-10004755,4999.584,53
TEC-EPS-10004558,4998.0689999999995,17
TEC-CO-10004998,4997.11068,38
TEC-CO-10002119,4987.4481,18
FUR-BO-10002387,4986.2925,14
TEC-PH-10003683,4978.302,36
TEC-PH-10000984,4978.146000000001,27
TEC-APP-10001586,4972.617,41
FUR-CH-10001429,4963.944,12
TEC-MA-10003515,4956.432,22
TEC-CO-10004981,4955.2836,33
FUR-TA-10001539,4952.673,30
TEC-MA-10003927,4949.028,18
TEC-PH-10002904,4945.5992,37
OFF-ST-10003953,4943.4,40
FUR-BO-10000170,4943.106,14
FUR-FU-10001438,4936.755,49
TEC-CO-10001419,4925.7438,21
OFF-AP-10004245,4921.8,13
TEC-CO-10002659,4916.8395,17
TEC-CO-10003951,4912.7904,21
FUR-BO-10001255,4903.194,16
TEC-PH-10001363,4901.914000000001,11
OFF-AP-10002351,4888.5887999999995,11
FUR-BO-10004695,4886.46,31
TEC-CO-10004202,4859.838,19
TEC-MA-10002771,4857.45,21
OFF-ROG-10002132,4835.88,27
TEC-CO-10002674,4830.528,33
OFF-ST-10001932,4829.25,26
OFF-ST-10004267,4828.968,47
TEC-CO-10003298,4823.841,13
FUR-BO-10002462,4816.746,12
TEC-CO-10001375,4813.0725,19
TEC-PH-10003945,4804.704,44
FUR-BUS-10001243,4802.748,13
TEC-CO-10000666,4794.8751,26
OFF-ST-10000952,4792.872,44
FUR-BO-10004388,4789.62,15
FUR-CH-10003616,4788.576,13
OFF-ROG-10002294,4788.0960000000005,35
FUR-BO-10001196,4786.6203000000005,17
TEC-MA-10003812,4783.4955,20
FUR-CH-10001913,4781.253,34
FUR-BO-10002383,4780.692,48
TEC-CO-10003901,4779.7464,20
OFF-ST-10002011,4778.766,12
OFF-ST-10001554,4775.4408,86
FUR-CH-10004746,4774.0,17
TEC-CO-10003142,4772.8896,40
FUR-CH-10000513,4770.633,42
TEC-MA-10004421,4766.112,16
OFF-HOO-10001881,4759.524,12
TEC-AC-10004571,4753.32,35
OFF-AP-10002104,4753.056,16
TEC-BRO-10004802,4751.1,15
OFF-AP-10000005,4747.896,16
TEC-CO-10004831,4745.7004,30
FUR-BO-10001668,4742.0778,31
TEC-PH-10004358,4732.824,62
TEC-PH-10001557,4719.0445,55
TEC-PH-10004182,4713.06,11
OFF-ST-10004768,4711.7625,27
TEC-CO-10002242,4707.492,25
OFF-ST-10002743,4704.696,46
TEC-MA-10001009,4700.447999999999,17
FUR-CH-10002610,4698.87,32
OFF-AP-10001305,4692.6525,17
FUR-BO-10000243,4690.7712,28
TEC-BEL-10003985,4687.1759999999995,25
TEC-MEM-10002202,4681.9800000000005,19
FUR-TA-10000962,4673.7702,8
FUR-CH-10001270,4667.781,65
OFF-ST-10002159,4664.639999999999,30
TEC-CO-10004027,4661.3421,17
FUR-TA-10003748,4644.48,43
TEC-PH-10002565,4639.542,31
FUR-FU-10001477,4637.028,71
FUR-SAF-10002112,4636.8,19
FUR-CH-10002091,4632.198,27
FUR-CH-10000847,4626.582,18
FUR-CH-10002602,4619.987999999999,37
TEC-PH-10001494,4619.23,17
TEC-CO-10004147,4618.9515,26
TEC-AC-10004626,4618.08,29
OFF-AP-10003221,4613.544,10
TEC-AC-10004808,4611.978,19
OFF-ST-10003203,4611.3018,30
TEC-CO-10002769,4598.553,16
OFF-AP-10002397,4587.705,16
TEC-AC-10003403,4576.158,18
TEC-AC-10003415,4574.88,18
FUR-BO-10004630,4573.875,13
OFF-ST-10000922,4570.5599999999995,42
TEC-AC-10002257,4569.871999999999,41
TEC-CIS-10000758,4568.759999999999,7
FUR-TA-10002903,4544.925,24
TEC-PH-10004910,4536.2519999999995,35
TEC-CO-10003346,4532.3172,18
FUR-BO-10004806,4526.928,29
FUR-BO-10004425,4525.74,21
FUR-BO-10002308,4524.372,24
TEC-CO-10001626,4522.9695,20
OFF-AP-10004572,4521.636,12
TEC-MOT-10002272,4518.78,7
OFF-ST-10003295,4517.8395,27
FUR-CH-10003249,4515.939,67
OFF-ST-10001809,4509.465999999999,55
OFF-AP-10002904,4507.92,10
OFF-AP-10001322,4507.647,11
OFF-ST-10002574,4499.5599999999995,46
FUR-FU-10003664,4492.8,48
OFF-AP-10000800,4492.32,12
FUR-CH-10004694,4490.9064,35
TEC-AC-10000089,4486.125,21
FUR-BO-10001405,4482.474,38
OFF-ST-10000689,4479.03,33
TEC-MA-10002148,4466.58,17
TEC-MEM-10002005,4465.566,19
OFF-ST-10004976,4458.128,32
TEC-NOK-10004339,4453.05,7
OFF-AP-10002361,4444.416,16
FUR-BO-10000002,4442.64,11
OFF-KIT-10000099,4440.996,9
OFF-SME-10004370,4435.956,47
TEC-PH-10003012,4434.912,32
FUR-CH-10003981,4420.056,24
TEC-AC-10004487,4416.762,19
TEC-CO-10004404,4406.472,17
FUR-BO-10002632,4400.04,31
TEC-CO-10001571,4399.92,10
OFF-ST-10002902,4398.376,50
TEC-CO-10003228,4397.277,17
OFF-ST-10002756,4384.044,33
FUR-SAF-10000085,4380.768,13
TEC-CO-10003212,4377.6471599999995,27
TEC-PH-10003492,4373.136,27
TEC-CO-10002283,4368.4173,19
TEC-CO-10001222,4363.794,17
TEC-MA-10004502,4355.1486,16
TEC-CO-10003496,4352.175,12
OFF-HAM-10004896,4350.6539999999995,16
TEC-CO-10000967,4349.13,16
FUR-BO-10003126,4348.8,13
FUR-BO-10002992,4348.8,21
FUR-TA-10002041,4347.68,26
OFF-BI-10001808,4346.3745,112
OFF-ST-10003931,4345.095,49
FUR-CH-10000685,4342.83,10
TEC-CO-10004662,4338.360000000001,15
OFF-AP-10001926,4334.949,11
FUR-TA-10000617,4334.827499999999,22
OFF-AP-10004140,4329.633,8
FUR-BO-10003499,4328.248,25
OFF-BI-10003091,4322.814,23
OFF-AR-10004519,4309.65,86
OFF-AP-10002326,4299.558,18
FUR-TA-10004711,4298.85,5
FUR-TA-10003238,4297.644,11
TEC-CO-10001410,4293.0324,33
TEC-CO-10000135,4292.31816,18
FUR-CH-10001147,4288.0734,30
FUR-TA-10004744,4287.9,5
TEC-CO-10004099,4281.705,16
TEC-HEW-10001074,4274.088,14
TEC-MA-10000864,4268.0,16
OFF-ST-10003741,4259.416,35
TEC-PH-10003620,4254.75,36
TEC-CO-10003655,4228.88664,18
OFF-KIT-10003683,4224.66,8
FUR-BO-10004821,4221.1806,37
TEC-PH-10004094,4211.7300000000005,32
OFF-BI-10004390,4209.8,15
FUR-BO-10001943,4209.732,12
TEC-PH-10002306,4207.336,11
OFF-ST-10002650,4206.432,27
TEC-CO-10000971,4199.86,16
FUR-BO-10003887,4198.881,30
FUR-BO-10003738,4196.58,12
OFF-AP-10003558,4195.2,8
TEC-CO-10000452,4187.7092999999995,19
FUR-CH-10002653,4187.28,53
FUR-CH-10004983,4185.48,31
OFF-BI-10003656,4181.754,38
TEC-PH-10002496,4180.532,30
FUR-CH-10000294,4174.56,24
TEC-CO-10000266,4172.29568,28
TEC-MA-10001777,4170.705,17
OFF-SME-10002740,4167.45,31
FUR-CH-10003774,4166.884,59
TEC-CO-10000956,4165.98912,29
TEC-CO-10001413,4162.29,11
TEC-CAN-10004291,4161.3,11
TEC-AC-10002842,4158.708,40
OFF-KIT-10004058,4148.517,8
OFF-TEN-10000433,4145.688,23
OFF-AP-10000136,4135.641,10
FUR-TA-10004342,4133.835,15
OFF-ST-10001478,4132.128,36
TEC-PH-10001732,4123.224,31
TEC-PH-10004261,4122.6768,33
FUR-BO-10002182,4120.272,24
TEC-CO-10001943,4119.794,25
OFF-AP-10004227,4119.032,14
TEC-CO-10002857,4089.462,29
TEC-CO-10000972,4088.232,25
TEC-CO-10002379,4083.768,17
FUR-BO-10004725,4077.348,19
TEC-CO-10002578,4076.277,18
FUR-TA-10001642,4076.192,17
OFF-AP-10002317,4073.824,15
TEC-CO-10004897,4072.761,15
TEC-CO-10000270,4071.9359999999997,14
FUR-CH-10001455,4069.652,40
TEC-PH-10002042,4063.2576,24
TEC-CO-10004589,4061.5458399999998,17
TEC-CO-10002009,4061.1517200000003,21
OFF-ST-10003018,4057.44,36
FUR-BO-10001392,4054.7070000000003,10
OFF-AP-10000540,4051.053,9
OFF-ST-10002706,4050.486,36
TEC-PH-10004539,4044.3860000000004,24
FUR-BO-10001874,4043.2799999999997,29
TEC-PH-10001619,4037.1288,26
TEC-MA-10004423,4031.559,27
FUR-CH-10000343,4022.832,16
FUR-BO-10002444,4022.4465,11
TEC-CO-10001468,4021.3709599999997,21
OFF-AP-10001593,4009.8239999999996,16
OFF-ST-10000046,4006.44,27
